file,algorithm,selfreport,compressedsize_mb,mem_mb,time_sec
ltsbenchmarks/vlts-benchmarks/vasy_8082_42933/vasy_8082_42933.aut,bisim,68.162759,1009.9147844314575,4312.984375,99.97
ltsbenchmarks/vlts-benchmarks/vasy_8082_42933/vasy_8082_42933.aut,bisim-gv,73.758912,1009.9147844314575,6872.96484375,80.24
ltsbenchmarks/vlts-benchmarks/vasy_8082_42933/vasy_8082_42933.aut,bisim-gjkw,62.270189,1009.9147844314575,6943.25390625,93.64
ltsbenchmarks/vlts-benchmarks/vasy_8082_42933/vasy_8082_42933.aut,bisim-sig,203.148915,1009.9147844314575,3424.6015625,222.17
ltsbenchmarks/vlts-benchmarks/cwi_2165_8723/cwi_2165_8723.aut,bisim,10.109857,210.34186840057373,979.2890625,17.34
ltsbenchmarks/vlts-benchmarks/cwi_2165_8723/cwi_2165_8723.aut,bisim-gv,15.966086,210.34186840057373,2791.44140625,19.58
ltsbenchmarks/vlts-benchmarks/cwi_2165_8723/cwi_2165_8723.aut,bisim-gjkw,22.436275,210.34186840057373,2805.0703125,28.34
ltsbenchmarks/vlts-benchmarks/cwi_2165_8723/cwi_2165_8723.aut,bisim-sig,147.585324,210.34186840057373,821.64453125,142.61
ltsbenchmarks/vlts-benchmarks/cwi_33949_165318/cwi_33949_165318.aut,bisim,282.20803,4328.409059524536,16615.140625,413.84
ltsbenchmarks/vlts-benchmarks/cwi_33949_165318/cwi_33949_165318.aut,bisim-gv,0,0,0,0
ltsbenchmarks/vlts-benchmarks/cwi_33949_165318/cwi_33949_165318.aut,bisim-gjkw,0,0,0,0
ltsbenchmarks/vlts-benchmarks/cwi_33949_165318/cwi_33949_165318.aut,bisim-sig,0,0,0,0
ltsbenchmarks/vlts-benchmarks/vasy_52_318/vasy_52_318.aut,bisim,0.272203,10.070051193237305,42.82421875,0.7
ltsbenchmarks/vlts-benchmarks/vasy_52_318/vasy_52_318.aut,bisim-gv,0.518636,10.070051193237305,128.43359375,0.83
ltsbenchmarks/vlts-benchmarks/vasy_52_318/vasy_52_318.aut,bisim-gjkw,0.488357,10.070051193237305,88.14453125,0.89
ltsbenchmarks/vlts-benchmarks/vasy_52_318/vasy_52_318.aut,bisim-sig,1.975321,10.070051193237305,50.25390625,2.25
ltsbenchmarks/vlts-benchmarks/vasy_0_1/vasy_0_1.aut,bisim,0.000158,0.02542877197265625,4.53515625,0.02
ltsbenchmarks/vlts-benchmarks/vasy_0_1/vasy_0_1.aut,bisim-gv,0.000401,0.02542877197265625,4.64453125,0.02
ltsbenchmarks/vlts-benchmarks/vasy_0_1/vasy_0_1.aut,bisim-gjkw,0.000576,0.02542877197265625,4.7421875,0.02
ltsbenchmarks/vlts-benchmarks/vasy_0_1/vasy_0_1.aut,bisim-sig,0.000777,0.02542877197265625,4.5625,0.02
ltsbenchmarks/vlts-benchmarks/vasy_4220_13944/vasy_4220_13944.aut,bisim,29.221403,319.5420799255371,2006.01953125,48.06
ltsbenchmarks/vlts-benchmarks/vasy_4220_13944/vasy_4220_13944.aut,bisim-gv,0,0,0,0
ltsbenchmarks/vlts-benchmarks/vasy_4220_13944/vasy_4220_13944.aut,bisim-gjkw,104.598437,319.5420799255371,4651.1796875,107.99
ltsbenchmarks/vlts-benchmarks/vasy_4220_13944/vasy_4220_13944.aut,bisim-sig,358.528882,319.5420799255371,1915.64453125,341.03
ltsbenchmarks/vlts-benchmarks/vasy_4338_15666/vasy_4338_15666.aut,bisim,35.700778,360.6594476699829,3160.34375,61.15
ltsbenchmarks/vlts-benchmarks/vasy_4338_15666/vasy_4338_15666.aut,bisim-gv,0,0,0,0
ltsbenchmarks/vlts-benchmarks/vasy_4338_15666/vasy_4338_15666.aut,bisim-gjkw,91.826517,360.6594476699829,8643.609375,111.75
ltsbenchmarks/vlts-benchmarks/vasy_4338_15666/vasy_4338_15666.aut,bisim-sig,212.474531,360.6594476699829,2631.5390625,221.66
ltsbenchmarks/vlts-benchmarks/vasy_720_390/vasy_720_390.aut,bisim,0.343616,10.525578498840332,90.640625,0.93
ltsbenchmarks/vlts-benchmarks/vasy_720_390/vasy_720_390.aut,bisim-gv,0.308782,10.525578498840332,177.99609375,0.84
ltsbenchmarks/vlts-benchmarks/vasy_720_390/vasy_720_390.aut,bisim-gjkw,0.560502,10.525578498840332,191.6484375,1.09
ltsbenchmarks/vlts-benchmarks/vasy_720_390/vasy_720_390.aut,bisim-sig,0.97145,10.525578498840332,99.03125,1.44
ltsbenchmarks/vlts-benchmarks/vasy_386_1171/vasy_386_1171.aut,bisim,0.593981,24.519505500793457,135.73828125,1.52
ltsbenchmarks/vlts-benchmarks/vasy_386_1171/vasy_386_1171.aut,bisim-gv,0.744908,24.519505500793457,335.7734375,1.65
ltsbenchmarks/vlts-benchmarks/vasy_386_1171/vasy_386_1171.aut,bisim-gjkw,1.001821,24.519505500793457,289.6953125,1.85
ltsbenchmarks/vlts-benchmarks/vasy_386_1171/vasy_386_1171.aut,bisim-sig,3.28105,24.519505500793457,132.3984375,4.13
ltsbenchmarks/vlts-benchmarks/cwi_566_3984/cwi_566_3984.aut,bisim,5.166505,76.61206150054932,415.5,8.34
ltsbenchmarks/vlts-benchmarks/cwi_566_3984/cwi_566_3984.aut,bisim-gv,4.962566,76.61206150054932,1507.39453125,7.0
ltsbenchmarks/vlts-benchmarks/cwi_566_3984/cwi_566_3984.aut,bisim-gjkw,4.325653,76.61206150054932,746.34765625,7.25
ltsbenchmarks/vlts-benchmarks/cwi_566_3984/cwi_566_3984.aut,bisim-sig,14.093816,76.61206150054932,311.36328125,16.83
ltsbenchmarks/vlts-benchmarks/cwi_371_641/cwi_371_641.aut,bisim,0.332288,16.508320808410645,93.64453125,1.06
ltsbenchmarks/vlts-benchmarks/cwi_371_641/cwi_371_641.aut,bisim-gv,10.32911,16.508320808410645,496.43359375,7.43
ltsbenchmarks/vlts-benchmarks/cwi_371_641/cwi_371_641.aut,bisim-gjkw,0.966643,16.508320808410645,287.45703125,1.55
ltsbenchmarks/vlts-benchmarks/cwi_371_641/cwi_371_641.aut,bisim-sig,13.024963,16.508320808410645,83.58203125,12.88
ltsbenchmarks/vlts-benchmarks/vasy_6020_19353/vasy_6020_19353.aut,bisim,33.879234,414.4149332046509,2124.37109375,50.88
ltsbenchmarks/vlts-benchmarks/vasy_6020_19353/vasy_6020_19353.aut,bisim-gv,354.289432,414.4149332046509,5637.484375,284.72
ltsbenchmarks/vlts-benchmarks/vasy_6020_19353/vasy_6020_19353.aut,bisim-gjkw,45.22883,414.4149332046509,5077.125,60.0
ltsbenchmarks/vlts-benchmarks/vasy_6020_19353/vasy_6020_19353.aut,bisim-sig,52.89678,414.4149332046509,1910.390625,65.22
ltsbenchmarks/vlts-benchmarks/vasy_116_368/vasy_116_368.aut,bisim,0.349759,12.622173309326172,98.3046875,1.05
ltsbenchmarks/vlts-benchmarks/vasy_116_368/vasy_116_368.aut,bisim-gv,1.34845,12.622173309326172,259.328125,1.9
ltsbenchmarks/vlts-benchmarks/vasy_116_368/vasy_116_368.aut,bisim-gjkw,1.378128,12.622173309326172,206.62109375,2.02
ltsbenchmarks/vlts-benchmarks/vasy_116_368/vasy_116_368.aut,bisim-sig,7.782457,12.622173309326172,105.40234375,8.05
ltsbenchmarks/vlts-benchmarks/vasy_2581_11442/vasy_2581_11442.aut,bisim,27.481569,258.55202293395996,2691.05859375,47.38
ltsbenchmarks/vlts-benchmarks/vasy_2581_11442/vasy_2581_11442.aut,bisim-gv,0,0,0,0
ltsbenchmarks/vlts-benchmarks/vasy_2581_11442/vasy_2581_11442.aut,bisim-gjkw,68.275454,258.55202293395996,6241.953125,83.81
ltsbenchmarks/vlts-benchmarks/vasy_2581_11442/vasy_2581_11442.aut,bisim-sig,190.478978,258.55202293395996,2131.8359375,197.97
ltsbenchmarks/vlts-benchmarks/vasy_40_60/vasy_40_60.aut,bisim,0.023227,1.0746326446533203,21.6484375,0.15
ltsbenchmarks/vlts-benchmarks/vasy_40_60/vasy_40_60.aut,bisim-gv,6.427974,1.0746326446533203,89.26171875,5.31
ltsbenchmarks/vlts-benchmarks/vasy_40_60/vasy_40_60.aut,bisim-gjkw,0.189118,1.0746326446533203,52.53515625,0.29
ltsbenchmarks/vlts-benchmarks/vasy_40_60/vasy_40_60.aut,bisim-sig,0,0,0,0
ltsbenchmarks/vlts-benchmarks/vasy_65_2621/vasy_65_2621.aut,bisim,5.368983,109.71659851074219,553.89453125,10.97
ltsbenchmarks/vlts-benchmarks/vasy_65_2621/vasy_65_2621.aut,bisim-gv,105.587383,109.71659851074219,1227.59765625,80.48
ltsbenchmarks/vlts-benchmarks/vasy_65_2621/vasy_65_2621.aut,bisim-gjkw,14.196451,109.71659851074219,1728.15625,18.96
